2.81684823843681,4.81895768959782
3.88882413905485,5.10036563684974
3.34323419214569,5.89301345482551
5.87973413931621,5.52141663871971
3.10391912309722,3.85710242154672
5.33150572016357,4.68074234658945
3.37542686902548,4.56537851617577
4.77667888193414,6.25435038973932
2.67574630193237,3.73096987540176
5.50027665196111,5.67948113445839
1.79709714108619,3.24753885348582
4.32251470267314,5.11110472186451
4.42100444798251,6.02563977712186
3.17929886266190,4.43686031619158
3.03354124664264,3.97879278223097
4.60934820070329,5.87979200261535
2.96378859260761,3.30024834860712
3.97176248181608,5.40773735417849
1.18023320575165,2.87869409391385
1.91895045046187,5.07107847507096
3.95524687147485,4.50532709674253
5.11795499426461,6.08507386392396
